Row Labels,ProductCombo,,,,,,,,,,,,,,,,,,,,,,,,,,
19156796549,7730,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156796550,4750,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156796553,7740,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156796554,1001,1050,8760,,,,,,,,,,,,,,,,,,,,,,,,
19156796555,2010,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156796556,2800,3100,7880,,,,,,,,,,,,,,,,,,,,,,,,
19156796558,7800,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156796559,2010,6007,7760,,,,,,,,,,,,,,,,,,,,,,,,
19156796561,7609,7819,,,,,,,,,,,,,,,,,,,,,,,,,
19156796562,7760,7770,7960,,,,,,,,,,,,,,,,,,,,,,,,
19156796564,7910,9140,9170,9189,,,,,,,,,,,,,,,,,,,,,,,
19156796565,1350,2010,2017,7760,,,,,,,,,,,,,,,,,,,,,,,
19156796568,5700,7730,7740,7770,8010,,,,,,,,,,,,,,,,,,,,,,
19156796570,7780,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156796575,7699,7829,,,,,,,,,,,,,,,,,,,,,,,,,
19156796576,6007,6107,,,,,,,,,,,,,,,,,,,,,,,,,
19156796577,6002,6007,7780,7800,7820,7830,8707,8740,8747,,,,,,,,,,,,,,,,,,
19156796578,7770,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156796579,1050,7610,,,,,,,,,,,,,,,,,,,,,,,,,
19156796581,8500,8520,,,,,,,,,,,,,,,,,,,,,,,,,
19156796582,2019,3409,,,,,,,,,,,,,,,,,,,,,,,,,
19156796583,1350,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156796584,3400,6107,,,,,,,,,,,,,,,,,,,,,,,,,
19156796588,2010,3709,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156796589,4700,6117,9180,,,,,,,,,,,,,,,,,,,,,,,,
19156796590,2320,3400,7690,7830,,,,,,,,,,,,,,,,,,,,,,,
19156796592,7710,7720,,,,,,,,,,,,,,,,,,,,,,,,,
19156796593,1860,5570,6200,,,,,,,,,,,,,,,,,,,,,,,,
19156796601,2017,6107,6207,,,,,,,,,,,,,,,,,,,,,,,,
19156796603,2051,6100,7690,7780,,,,,,,,,,,,,,,,,,,,,,,
19156796605,2040,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156796606,3400,7770,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156796608,7610,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156796609,1350,7770,7780,7830,,,,,,,,,,,,,,,,,,,,,,,
19156796610,4127,4800,,,,,,,,,,,,,,,,,,,,,,,,,
19156796611,1051,1250,1860,7960,,,,,,,,,,,,,,,,,,,,,,,
19156796612,7810,7820,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156796613,2040,3600,6110,7760,,,,,,,,,,,,,,,,,,,,,,,
19156796615,1350,2010,2130,7770,7830,,,,,,,,,,,,,,,,,,,,,,
19156796617,1100,1151,1350,2330,3100,5800,5900,7600,7610,7640,7670,7740,7760,7810,7830,7860,7870,7960,7980,8010,,,,,,,
19156796618,3257,91587,,,,,,,,,,,,,,,,,,,,,,,,,
19156796620,6100,7650,,,,,,,,,,,,,,,,,,,,,,,,,
19156796625,7770,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156796628,2010,9140,,,,,,,,,,,,,,,,,,,,,,,,,
19156796632,3500,7830,7840,,,,,,,,,,,,,,,,,,,,,,,,
19156796633,5700,5900,,,,,,,,,,,,,,,,,,,,,,,,,
19156796635,1250,1350,5709,5909,,,,,,,,,,,,,,,,,,,,,,,
19156796636,1907,2017,,,,,,,,,,,,,,,,,,,,,,,,,
19156796638,7710,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156796639,7690,7720,,,,,,,,,,,,,,,,,,,,,,,,,
19156796641,2010,4707,6002,7730,7790,,,,,,,,,,,,,,,,,,,,,,
19156796647,2017,7667,,,,,,,,,,,,,,,,,,,,,,,,,
19156796649,6110,7980,91580,,,,,,,,,,,,,,,,,,,,,,,,
19156796650,7827,8017,,,,,,,,,,,,,,,,,,,,,,,,,
19156796652,2010,2130,4910,,,,,,,,,,,,,,,,,,,,,,,,
19156796654,7610,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156796655,1350,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156796657,5900,7650,,,,,,,,,,,,,,,,,,,,,,,,,
19156796659,5700,7697,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156796661,1560,2010,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156796662,4840,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156796663,2010,7830,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156796666,7697,7747,,,,,,,,,,,,,,,,,,,,,,,,,
19156796667,1350,2017,,,,,,,,,,,,,,,,,,,,,,,,,
19156796668,2750,6002,8700,,,,,,,,,,,,,,,,,,,,,,,,
19156796669,6100,6110,6200,6240,7770,,,,,,,,,,,,,,,,,,,,,,
19156796670,2760,7610,,,,,,,,,,,,,,,,,,,,,,,,,
19156796674,4120,7739,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156796675,2010,6240,7690,7780,7830,,,,,,,,,,,,,,,,,,,,,,
19156796676,2010,8500,,,,,,,,,,,,,,,,,,,,,,,,,
19156796677,1109,1569,7769,7789,9159,,,,,,,,,,,,,,,,,,,,,,
19156796679,1050,1350,1560,2040,,,,,,,,,,,,,,,,,,,,,,,
19156796680,7770,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156796684,3700,9130,,,,,,,,,,,,,,,,,,,,,,,,,
19156796685,7829,9109,9129,,,,,,,,,,,,,,,,,,,,,,,,
19156796687,2560,3400,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156796688,9110,9120,9130,,,,,,,,,,,,,,,,,,,,,,,,
19156796691,1109,1909,3709,5009,9189,,,,,,,,,,,,,,,,,,,,,,
19156796692,5700,6200,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156796693,2017,2809,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156796694,2051,7647,,,,,,,,,,,,,,,,,,,,,,,,,
19156796695,7810,7827,8510,,,,,,,,,,,,,,,,,,,,,,,,
19156796696,3409,6207,8017,,,,,,,,,,,,,,,,,,,,,,,,
19156796697,7770,7850,,,,,,,,,,,,,,,,,,,,,,,,,
19156796698,6207,91587,,,,,,,,,,,,,,,,,,,,,,,,,
19156796700,1150,1350,2010,7600,7610,7670,,,,,,,,,,,,,,,,,,,,,
19156796701,1059,7647,,,,,,,,,,,,,,,,,,,,,,,,,
191568010000,3350,3400,6130,,,,,,,,,,,,,,,,,,,,,,,,
191568010001,1101,5700,7770,,,,,,,,,,,,,,,,,,,,,,,,
191568010002,7740,7770,7780,7980,,,,,,,,,,,,,,,,,,,,,,,
191568010003,6002,6100,6130,7610,,,,,,,,,,,,,,,,,,,,,,,
191568010005,6210,6240,,,,,,,,,,,,,,,,,,,,,,,,,
191568010009,4127,7770,,,,,,,,,,,,,,,,,,,,,,,,,
191568010010,1560,7860,,,,,,,,,,,,,,,,,,,,,,,,,
191568010011,2010,7770,,,,,,,,,,,,,,,,,,,,,,,,,
191568010012,5700,5800,5900,,,,,,,,,,,,,,,,,,,,,,,,
191568010015,7670,7690,7800,7820,7830,,,,,,,,,,,,,,,,,,,,,,
191568010016,3350,7770,9140,,,,,,,,,,,,,,,,,,,,,,,,
191568010017,1000,2019,2049,,,,,,,,,,,,,,,,,,,,,,,,
191568010018,2040,5500,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1120,9170,9180,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1122,1460,1860,1900,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1126,1860,2010,2051,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1128,1150,7780,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1131,7739,92076,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1132,3500,7670,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1133,3350,3400,6002,7870,8700,,,,,,,,,,,,,,,,,,,,,,
191568010-1134,5700,7820,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1135,1051,5700,5800,7600,7780,7820,,,,,,,,,,,,,,,,,,,,,
191568010-1137,6200,7647,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1140,8700,8720,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1142,1101,7770,7780,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1144,7760,7770,7830,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1146,7760,7780,8740,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1148,2010,2017,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1149,2010,2017,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1151,6002,7800,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1152,7730,7740,7790,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1153,2010,7730,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1154,3700,9100,9110,9120,9170,9180,,,,,,,,,,,,,,,,,,,,,
191568010-1155,2010,6110,7780,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1157,1001,1860,7820,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1158,3500,7760,7770,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1159,1100,5000,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1160,3350,5560,7600,7670,7740,7810,,,,,,,,,,,,,,,,,,,,,
191568010-1162,7770,7830,7850,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1163,4707,7807,8707,8727,8747,,,,,,,,,,,,,,,,,,,,,,
191568010-1164,1720,2010,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1165,1350,5000,7710,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1166,2010,7780,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1167,2019,7649,7699,7839,,,,,,,,,,,,,,,,,,,,,,,
191568010-1171,2010,4700,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1174,3400,6200,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1177,1350,9945,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1178,1059,1259,3259,3509,,,,,,,,,,,,,,,,,,,,,,,
191568010-1180,7730,7760,7790,8010,9180,,,,,,,,,,,,,,,,,,,,,,
191568010-1181,3609,7749,7809,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1183,1359,3609,5569,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1186,1101,6002,6200,7780,7820,,,,,,,,,,,,,,,,,,,,,,
191568010-1189,1350,3250,6002,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1194,1100,7820,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1196,2060,9120,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1198,7740,7980,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1199,3100,4070,5000,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1202,1900,2040,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1204,1350,1560,1860,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1205,1900,2010,2060,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1206,1250,2010,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1208,5800,7827,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1210,1250,1900,2010,8010,,,,,,,,,,,,,,,,,,,,,,,
191568010-1212,7770,7780,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1213,3500,7810,7860,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1214,7809,9179,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1215,2017,7827,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1221,3259,5800,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1222,1050,1051,2010,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1226,1900,2040,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1227,3409,3709,7789,9109,,,,,,,,,,,,,,,,,,,,,,,
191568010-1230,7600,7660,7970,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1231,7660,7830,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1232,7640,7670,7970,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1233,1101,1350,2010,7780,7800,,,,,,,,,,,,,,,,,,,,,,
191568010-1234,7619,7649,7819,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1235,7609,7649,7679,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1236,1159,1359,7789,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1237,6110,8700,8720,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1238,3500,7800,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1239,7749,7809,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1240,4700,7850,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1249,2010,5900,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1252,1720,1900,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1254,2320,7820,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1256,1560,7740,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1259,7830,7850,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1262,7610,7970,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1264,2010,2150,7730,7850,,,,,,,,,,,,,,,,,,,,,,,
191568010-1266,2130,7770,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1267,1101,2150,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1268,2010,5560,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1269,2140,2150,7770,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1271,2060,2320,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1272,2060,3500,7610,9160,,,,,,,,,,,,,,,,,,,,,,,
191568010-1273,2140,7670,7970,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1274,2010,2150,7780,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1278,4750,7690,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1282,6210,8010,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1283,1720,2040,6200,7970,,,,,,,,,,,,,,,,,,,,,,,
191568010-1285,1350,2010,6100,7610,7830,7960,7980,,,,,,,,,,,,,,,,,,,,
191568010-1286,2017,2757,2807,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1287,6200,7610,7980,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1288,7600,7650,7670,7970,,,,,,,,,,,,,,,,,,,,,,,
191568010-1289,2010,7820,,,,,,,,,,,,,,,,,,,,,,,,,
191568010-1296,1620,7760,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1003,7770,7980,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1005,1350,1560,7740,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1006,1350,3350,7640,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1014,7699,7769,7789,7829,7839,,,,,,,,,,,,,,,,,,,,,,
191568014-1016,1250,2010,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1020,7620,7630,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1021,3400,7860,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1023,3350,7780,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1026,5700,7820,7980,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1027,6002,6210,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1028,1151,1900,2040,7800,,,,,,,,,,,,,,,,,,,,,,,
191568014-1029,2010,5700,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1041,1350,7830,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1045,2010,3500,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1047,8705,8730,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1048,2010,2760,7800,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1049,4127,7747,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1053,1907,2017,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1054,2560,5560,7860,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1056,1250,7710,7720,7860,,,,,,,,,,,,,,,,,,,,,,,
191568014-1057,1720,2010,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1059,7699,7749,7789,7809,7839,,,,,,,,,,,,,,,,,,,,,,
191568014-1060,1560,2010,6002,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1063,5900,7690,7770,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1064,1059,7609,91587,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1066,1101,7900,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1071,1460,4757,6210,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1073,7600,7770,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1074,1907,2017,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1075,6002,6200,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1076,1159,1359,1569,2019,3409,,,,,,,,,,,,,,,,,,,,,,
191568014-1077,2140,7780,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1078,2140,6200,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1079,3100,7730,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1080,7690,9120,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1089,7770,7850,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1090,1560,4750,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1092,1569,4707,7660,9169,,,,,,,,,,,,,,,,,,,,,,,
191568014-1099,5900,7770,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1102,3100,7690,7780,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1103,3100,7717,7960,8500,,,,,,,,,,,,,,,,,,,,,,,
191568014-1105,2017,6207,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1107,6107,6200,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1110,7769,7809,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1113,7600,7800,7860,91587,,,,,,,,,,,,,,,,,,,,,,,
191568014-1114,3109,5809,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1117,1359,4090,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1119,6002,6117,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1120,1460,1900,2800,7640,7780,,,,,,,,,,,,,,,,,,,,,,
191568014-1121,7780,7910,7980,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1122,7609,7679,8529,9149,,,,,,,,,,,,,,,,,,,,,,,
191568014-1123,2010,6002,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1124,1310,2010,2750,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1127,2140,7840,7860,7980,,,,,,,,,,,,,,,,,,,,,,,
191568014-1128,7647,7659,7847,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1129,3500,7970,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1130,7699,7769,7789,7809,7839,,,,,,,,,,,,,,,,,,,,,,
191568014-1134,2017,5709,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1135,2017,91587,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1137,2040,7730,7770,7980,,,,,,,,,,,,,,,,,,,,,,,
191568014-1141,2320,7740,7800,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1142,2010,3400,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1143,1909,2019,2049,2059,,,,,,,,,,,,,,,,,,,,,,,
191568014-1144,6107,7820,7980,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1145,1359,3409,7749,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1148,2017,7617,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1149,1350,7760,7820,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1151,1569,7809,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1155,1900,7820,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1156,1350,6002,7860,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1158,6002,6240,,,,,,,,,,,,,,,,,,,,,,,,,
191568014-1161,8519,8529,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1473,7690,9110,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1474,1250,1720,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1476,2010,7710,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1478,2010,2130,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1483,2010,7690,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1485,1460,7720,7860,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1486,1150,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1487,8705,8725,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1489,1159,1350,2010,3400,,,,,,,,,,,,,,,,,,,,,,,
19156805-1491,2560,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1494,3400,6110,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1495,1001,1860,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1497,1350,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1498,3500,4890,7650,7720,,,,,,,,,,,,,,,,,,,,,,,
19156805-1500,7609,7679,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1503,7730,7749,7790,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1506,5000,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1507,6210,7710,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1508,4910,9130,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1509,1259,7649,7969,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1511,3400,4707,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1516,2040,5000,8500,91580,,,,,,,,,,,,,,,,,,,,,,,
19156805-1519,2760,7740,7760,7910,,,,,,,,,,,,,,,,,,,,,,,
19156805-1521,1250,5700,9110,9130,,,,,,,,,,,,,,,,,,,,,,,
19156805-1522,2049,2809,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1523,2130,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1528,7649,9149,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1530,1350,1900,5570,5700,6002,9170,,,,,,,,,,,,,,,,,,,,,
19156805-1531,7649,7719,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1535,1350,7740,7760,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1537,2060,7610,7830,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1542,1151,1900,6207,6210,7980,,,,,,,,,,,,,,,,,,,,,,
19156805-1543,7980,91587,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1544,1001,1720,7640,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1545,7719,8707,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1550,2010,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1553,1560,3400,6210,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1557,6130,9109,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1560,2010,3600,6200,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1562,6110,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1564,2010,7790,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1565,2560,9170,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1566,1710,2010,7860,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1567,8529,9179,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1568,1150,1350,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1571,4830,7610,7900,7910,,,,,,,,,,,,,,,,,,,,,,,
19156805-1573,1150,8520,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1575,3409,9189,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1578,4127,7830,7860,9180,,,,,,,,,,,,,,,,,,,,,,,
19156805-1585,7660,7670,7860,7960,,,,,,,,,,,,,,,,,,,,,,,
19156805-1588,2010,5700,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1592,6002,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1593,2051,7640,7710,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1594,2759,2809,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1595,91580,91587,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1597,1050,1860,3350,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1598,2017,7667,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1599,7740,7800,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1601,2010,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1610,2010,6110,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1611,1350,9180,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1612,7610,7860,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1617,7860,7870,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1618,2010,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1619,1159,1359,2759,3359,3409,,,,,,,,,,,,,,,,,,,,,,
19156805-1621,7690,9120,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1624,3500,3600,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1626,2130,2560,7640,7690,7850,9160,,,,,,,,,,,,,,,,,,,,,
19156805-1627,5500,5570,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1633,2010,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1634,5500,91587,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1635,6002,6110,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1636,1350,2010,3400,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1637,3409,7839,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1638,7650,7770,8017,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1639,2059,5709,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1641,3400,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1642,3609,7649,7749,7769,,,,,,,,,,,,,,,,,,,,,,,
19156805-1644,9109,9159,9179,9189,,,,,,,,,,,,,,,,,,,,,,,
19156805-1645,1900,5700,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1646,2320,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1649,6200,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1650,2010,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1651,8700,8740,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1654,3409,8749,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1655,5700,7820,7860,7980,,,,,,,,,,,,,,,,,,,,,,,
19156805-1656,2010,6002,6100,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1660,1151,6100,6130,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1663,3409,7699,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1665,3409,7699,7719,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1666,1720,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156805-1667,4930,7820,,,,,,,,,,,,,,,,,,,,,,,,,
